game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
7029-9411,164,14,0.93,8.9,76,12,0.75,6.5,142,28,0.46,3.9,145,8,0.38,3.8,111,10,0.6,3.0,84,4,0.25,3.6,2,13,0.54,4.4,777,3,0.67,2.2,523,0,0.0,0.0,117,3,0.0,0.8,0
ESPORTSTMNT01/1731417,79,2,0.5,3.7,876,3,0.33,3.7,112,1,0.0,1.5,145,18,0.67,5.6,89,9,0.44,2.1,875,19,0.74,2.3,120,3,0.67,2.9,13,12,0.42,3.1,67,3,0.33,5.8,3,6,0.5,4.6,1
ESPORTSTMNT01/1721273,266,6,0.33,3.8,36,1,0.0,1.2,4,5,0.4,2.1,523,8,0.5,3.4,412,2,0.0,2.3,150,3,0.67,8.3,120,3,1.0,8.6,55,1,1.0,4.8,145,4,0.5,4.6,111,8,0.75,2.8,1
ESPORTSTMNT03/1673830,106,4,0.75,3.3,104,4,0.25,2.4,4,2,0.5,3.2,18,17,0.65,4.1,89,6,0.67,4.6,58,4,0.0,0.7,76,2,0.0,1.8,13,5,0.4,2.5,145,2,0.0,1.7,412,21,0.48,3.2,0
ESPORTSTMNT01/1731468,79,6,0.5,2.2,80,1,1.0,10.0,3,3,1.0,8.8,145,6,0.33,4.2,12,4,0.5,4.5,58,6,0.5,1.5,876,13,0.54,4.6,134,8,0.5,3.4,202,4,0.25,1.9,201,9,0.22,1.9,0
ESPORTSTMNT01/1731469,106,2,0.0,1.6,76,2,0.5,4.0,777,0,0.0,0.0,22,6,0.33,2.3,412,9,0.44,4.0,58,6,0.83,3.3,245,1,1.0,5.0,39,5,0.8,4.2,21,3,1.0,4.3,555,15,0.6,2.9,1
ESPORTSTMNT04/1490879,54,1,1.0,7.0,104,2,1.0,3.4,134,9,0.56,2.9,498,8,0.38,2.4,111,12,0.75,2.9,79,2,0.0,1.7,427,3,0.0,8.3,61,4,0.25,1.8,523,1,0.0,3.5,201,0,0.0,0.0,0
ESPORTSTMNT03/1673833,517,2,1.0,5.5,104,13,0.62,4.1,70,1,1.0,5.0,21,11,0.91,6.2,12,7,0.71,3.3,266,21,0.48,2.6,77,4,0.5,12.0,112,1,0.0,4.3,145,17,0.65,4.0,79,1,0.0,1.7,0
ESPORTSTMNT01/1731529,58,2,0.5,1.5,876,3,0.0,2.1,112,2,0.0,1.8,81,3,0.33,1.1,57,2,0.5,1.5,79,1,1.0,12.0,76,7,0.71,6.5,777,2,1.0,10.0,145,10,0.6,3.5,71,1,1.0,11.0,1
ESPORTSTMNT04/1490895,79,3,0.67,5.8,427,1,0.0,0.7,61,8,0.38,2.7,67,0,0.0,0.0,12,5,0.8,3.7,164,1,1.0,3.0,104,2,0.5,12.0,84,1,1.0,10.0,145,8,0.38,2.6,111,4,0.5,2.1,1
ESPORTSTMNT01/1731571,8,7,0.29,3.7,2,3,0.0,2.0,70,1,0.0,2.0,202,2,0.0,1.7,111,38,0.39,2.2,92,2,0.5,1.3,104,1,1.0,6.5,134,0,0.0,0.0,145,4,0.25,2.9,12,9,0.56,5.3,1
ESPORTSTMNT01/1721348,150,27,0.37,1.7,120,3,0.33,1.3,84,7,0.57,4.0,498,15,0.53,5.8,3,7,0.57,4.4,41,23,0.65,3.1,876,4,0.75,5.1,517,5,0.4,1.8,135,1,1.0,11.0,79,5,0.6,5.1,1
ESPORTSTMNT01/1731626,516,7,0.86,3.7,104,5,0.8,6.5,112,8,0.75,5.1,523,15,0.67,6.2,412,11,0.64,4.3,79,2,0.5,2.0,876,1,0.0,1.0,18,1,0.0,1.8,21,2,0.0,2.6,201,1,0.0,3.0,0
ESPORTSTMNT01/1721392,98,5,0.4,1.8,876,6,0.17,2.2,236,2,0.0,2.3,523,10,0.5,2.9,79,1,0.0,1.6,164,21,0.81,5.1,104,3,0.33,3.7,4,8,0.63,4.5,145,14,0.79,5.8,89,5,0.6,2.7,1
ESPORTSTMNT01/1721420,79,2,1.0,3.0,2,9,0.44,2.1,142,7,0.57,4.6,21,9,0.67,6.8,412,62,0.63,4.1,164,4,0.5,6.3,76,4,0.5,7.2,61,9,0.33,3.4,145,12,0.5,7.9,89,7,0.43,4.1,0
NA1/3758436658,150,4,0.5,1.8,76,8,0.5,3.0,84,0,0.0,0.0,145,4,0.25,1.9,53,2,1.0,7.3,98,7,0.43,5.8,876,1,0.0,0.0,236,1,0.0,0.0,523,3,0.33,1.5,412,3,0.0,0.9,0
NA1/3758446440,41,11,0.18,1.4,163,4,0.25,2.1,3,15,0.47,3.3,523,25,0.6,5.2,412,8,0.13,4.4,106,4,0.75,4.6,120,1,1.0,5.0,236,2,1.0,5.0,235,5,0.8,6.7,53,3,0.67,3.9,1
NA1/3758516253,58,6,0.17,1.0,203,8,0.25,2.2,70,7,0.29,4.2,16,1,0.0,3.0,89,14,0.5,2.9,67,8,0.75,3.0,60,18,0.78,5.4,142,23,0.83,5.3,135,4,0.5,2.7,12,36,0.67,3.1,1
NA1/3758616144,58,7,0.43,2.5,163,2,0.5,3.1,236,6,0.67,5.2,145,55,0.67,6.7,89,10,0.5,2.9,164,8,0.75,2.2,120,2,0.5,2.4,54,1,0.0,1.1,235,7,0.43,3.2,3,9,0.44,2.4,0
NA1/3758156859,164,9,0.56,2.6,163,6,0.5,3.3,80,3,1.0,3.8,135,4,0.75,5.8,111,8,0.25,1.8,79,1,0.0,0.6,203,3,0.0,1.5,92,6,0.67,2.7,202,2,0.5,4.6,70,2,0.0,1.7,0
NA1/3758436716,58,24,0.38,2.5,2,2,0.5,3.3,61,9,0.44,4.1,523,4,0.25,2.0,3,10,0.3,2.0,150,5,0.6,2.7,80,2,0.5,3.1,4,8,0.38,2.8,21,0,0.0,0.0,412,4,0.75,5.4,1
NA1/3758156888,62,4,0.5,1.8,80,1,1.0,4.7,134,0,0.0,0.0,523,7,0.43,2.3,412,14,0.57,3.2,41,3,0.33,1.8,56,1,0.0,1.4,112,2,0.0,1.1,145,8,0.13,2.4,3,6,0.0,1.5,0
NA1/3758406682,6,0,0.0,0.0,120,13,0.46,2.4,61,15,0.33,3.5,523,9,0.33,2.1,412,15,0.53,4.8,58,18,0.67,2.9,876,7,0.71,4.8,4,5,0.8,5.7,145,41,0.59,4.7,3,9,0.89,4.8,1
NA1/3758466191,79,3,0.33,1.8,80,2,0.0,0.9,7,7,0.0,2.7,145,4,0.25,3.6,89,13,0.46,3.9,164,7,0.57,3.3,2,16,0.69,3.7,4,8,0.75,4.3,498,3,0.67,3.3,497,10,0.5,2.7,1
NA1/3758616570,58,4,0.25,1.0,163,3,0.33,1.2,4,1,0.0,0.1,523,16,0.44,2.0,89,6,0.33,1.4,516,11,0.18,2.5,876,4,0.75,5.4,777,2,0.5,4.3,145,55,0.67,6.7,3,8,0.5,2.5,1
NA1/3758437047,79,1,0.0,0.7,77,6,0.67,4.5,3,9,0.44,3.2,235,0,0.0,0.0,80,1,0.0,2.2,420,14,0.5,2.5,163,5,0.4,2.4,4,5,0.4,3.9,202,13,0.54,3.2,89,10,0.5,3.0,1
NA1/3758516729,126,13,0.85,5.2,76,22,0.68,8.8,4,18,0.83,4.6,523,11,0.73,3.8,111,27,0.52,2.3,58,6,0.17,1.0,60,2,0.5,2.0,112,13,0.46,2.5,67,8,0.38,3.3,117,7,0.43,3.8,0
NA1/3758277138,164,6,0.33,2.7,104,11,0.64,3.4,517,2,0.5,1.5,18,5,1.0,8.7,3,11,0.55,3.4,54,4,0.5,1.4,876,3,0.33,1.4,61,0,0.0,0.0,145,4,0.25,1.9,875,5,0.0,1.3,0
NA1/3758466558,62,5,0.6,2.6,876,2,1.0,2.2,236,6,0.67,4.1,145,16,0.56,4.2,875,8,0.38,1.4,54,1,0.0,9.0,120,7,0.71,3.5,112,9,0.67,4.0,523,3,0.67,1.8,98,1,0.0,2.3,0
NA1/3758407064,79,2,1.0,9.5,120,23,0.7,6.0,136,17,0.76,5.2,119,5,0.4,2.6,89,7,0.86,4.0,98,0,0.0,0.0,876,2,0.0,0.8,80,3,0.33,1.4,145,20,0.6,3.7,412,15,0.53,4.8,0
NA1/3758277193,164,11,0.55,1.9,2,2,0.5,1.3,134,3,0.0,0.8,67,6,0.5,2.4,16,1,0.0,0.4,98,15,0.53,4.2,876,9,0.33,3.1,777,4,0.5,2.3,145,38,0.5,3.7,412,11,0.73,4.7,1
NA1/3758297028,516,7,0.0,1.7,876,3,0.0,1.0,236,4,0.25,1.8,145,8,0.13,2.4,3,6,0.0,1.5,79,1,1.0,6.0,76,8,0.5,3.7,777,0,0.0,0.0,523,7,0.43,2.3,412,14,0.57,3.2,1
NA1/3758446939,79,1,0.0,1.2,203,1,0.0,1.0,80,2,0.0,2.0,145,4,0.75,8.3,412,1,0.0,1.8,58,14,0.57,2.3,76,14,0.57,3.1,142,17,0.59,5.4,498,13,0.46,4.3,89,10,0.3,2.2,1
NA1/3758277602,150,4,0.5,1.8,76,8,0.5,3.0,90,0,0.0,0.0,135,4,0.5,6.1,875,5,0.0,1.3,62,1,1.0,9.0,104,11,0.64,3.4,61,3,1.0,6.5,145,14,0.36,3.3,3,11,0.55,3.4,1
NA1/3758447367,266,14,0.43,1.5,163,4,0.25,2.1,80,4,1.0,2.8,145,22,0.41,3.0,3,5,0.6,4.3,58,2,0.5,2.8,79,1,0.0,0.8,142,4,0.5,2.1,523,9,0.44,2.6,12,1,0.0,0.6,0
NA1/3758437617,266,11,0.73,3.7,163,6,0.5,2.5,4,8,0.38,2.8,235,0,0.0,0.0,875,4,0.25,2.1,58,24,0.38,2.5,876,2,0.0,1.4,142,1,0.0,1.7,202,13,0.54,3.2,12,1,0.0,1.0,0
ESPORTSTMNT01/1721548,24,2,0.5,2.4,421,6,1.0,2.2,61,12,0.5,6.6,145,12,0.67,4.3,71,8,0.75,3.0,516,4,0.5,4.2,876,2,0.0,3.8,777,3,0.0,1.4,498,6,0.67,5.3,412,9,0.33,2.5,0
ESPORTSTMNT01/1721557,266,3,0.33,3.3,76,4,0.5,4.0,39,3,0.67,3.5,135,4,0.75,5.9,12,3,0.0,1.9,164,3,0.67,2.8,64,37,0.38,4.0,4,3,0.67,1.1,145,7,0.29,1.5,71,2,1.0,1.3,1
6943-9412,236,17,0.82,4.3,876,12,0.83,6.5,58,8,0.63,3.3,498,53,0.66,5.3,12,80,0.61,4.3,150,6,0.0,1.2,77,8,0.25,4.0,13,20,0.5,2.1,202,14,0.29,4.0,89,24,0.42,2.4,0
ESPORTSTMNT01/1721590,126,12,0.33,1.9,2,15,0.47,2.4,134,6,0.5,2.9,145,0,0.0,0.0,875,2,0.5,2.7,266,7,0.57,3.9,76,4,0.5,5.1,3,4,1.0,22.7,21,3,0.67,8.6,22,1,1.0,2.3,1
6943-9413,164,8,0.5,2.4,876,11,0.64,4.2,777,3,0.67,2.3,21,16,0.5,4.6,412,30,0.53,3.1,150,18,0.67,4.6,120,10,0.7,5.7,68,15,0.4,3.8,498,53,0.66,5.3,12,80,0.61,4.3,0
6943-9414,84,12,0.75,5.0,2,28,0.46,3.5,4,10,0.5,5.0,523,4,0.75,5.7,412,35,0.71,4.8,79,3,0.33,2.3,104,21,0.57,6.8,13,20,0.5,2.1,21,16,0.5,4.6,111,33,0.48,2.3,0
ESPORTSTMNT01/1721617,266,8,0.38,2.0,76,5,0.2,3.1,61,2,0.5,4.0,145,10,0.6,4.0,79,1,0.0,2.0,164,0,0.0,0.0,876,2,0.5,2.9,777,1,1.0,6.0,135,1,1.0,12.0,71,3,0.33,2.4,1
6944-9415,150,13,0.46,1.5,80,3,1.0,12.0,142,35,0.54,4.7,135,7,0.43,3.9,12,37,0.22,2.6,126,24,0.75,3.7,104,15,0.53,4.8,4,7,0.43,4.2,202,8,0.63,8.9,71,3,0.33,1.1,0
ESPORTSTMNT01/1721630,150,3,0.33,3.4,76,3,0.33,1.6,236,4,0.75,5.4,110,1,0.0,0.5,57,2,0.0,0.4,164,1,1.0,9.0,163,1,1.0,13.0,39,3,0.67,4.1,523,4,0.5,4.4,412,8,0.75,6.0,1
6944-9416,41,12,0.5,3.2,876,9,0.44,5.1,142,16,0.5,7.0,135,7,0.57,2.9,89,34,0.71,3.7,150,13,0.46,1.5,104,10,0.4,4.0,61,16,0.31,3.1,523,26,0.42,3.8,12,37,0.22,2.6,0
6944-9417,516,25,0.52,2.4,2,38,0.5,4.2,268,38,0.47,3.0,523,26,0.42,3.8,412,16,0.44,5.6,58,34,0.56,2.7,876,9,0.44,5.1,84,3,0.33,3.6,145,31,0.42,3.4,89,34,0.71,3.7,0
ESPORTSTMNT01/1731994,43,4,0.0,1.3,120,3,0.33,2.4,61,3,0.33,4.5,202,2,0.0,2.8,111,1,0.0,0.7,150,9,0.56,3.3,2,14,0.64,5.9,112,7,0.29,3.1,22,1,1.0,9.0,12,9,0.56,2.5,1
ESPORTSTMNT03/1673869,58,14,0.71,3.2,163,2,1.0,3.0,61,20,0.65,3.9,145,19,0.47,3.7,12,7,0.71,3.3,43,2,0.5,4.6,120,3,0.33,3.8,3,1,0.0,7.7,498,3,0.33,5.6,412,5,0.6,2.4,0
ESPORTSTMNT01/1721721,164,1,0.0,1.7,120,1,0.0,0.8,134,16,0.38,2.4,498,9,0.56,2.9,3,3,0.0,1.6,79,4,0.75,2.6,2,4,0.25,3.8,4,8,0.75,6.0,523,22,0.64,5.4,412,28,0.61,4.4,1
ESPORTSTMNT04/1481046,54,4,0.25,4.5,120,2,0.0,1.6,43,9,0.22,2.6,145,4,0.25,2.9,98,3,0.33,1.9,58,6,0.5,4.0,104,12,0.33,3.0,69,11,0.55,3.6,21,3,0.67,6.5,3,5,0.4,2.6,1
ESPORTSTMNT01/1732046,84,3,0.67,5.4,104,14,0.71,7.2,70,5,0.6,5.0,145,11,0.73,5.6,12,7,0.43,5.7,83,2,0.0,0.8,2,2,0.0,1.2,34,1,0.0,2.0,21,3,0.0,2.0,111,2,0.0,1.1,0
ESPORTSTMNT01/1721747,58,13,0.69,4.3,77,8,0.63,8.1,4,3,0.33,5.0,135,3,0.33,4.5,71,5,0.2,1.7,875,6,0.83,5.8,876,7,0.43,2.6,236,4,0.75,4.0,145,7,0.29,2.9,89,5,0.4,2.8,1
ESPORTSTMNT01/1732080,266,9,0.56,5.5,120,6,0.17,2.4,4,1,1.0,4.3,202,10,0.6,4.8,79,1,1.0,4.3,240,5,0.4,2.8,876,4,0.25,1.4,236,3,0.67,8.0,21,4,0.25,6.4,89,1,0.0,3.0,0
ESPORTSTMNT01/1721775,266,19,0.74,2.5,120,4,0.75,6.3,3,2,0.5,10.0,70,3,1.0,13.7,111,10,0.6,4.3,84,1,0.0,0.4,77,8,0.38,3.8,67,1,0.0,0.8,875,1,0.0,1.0,79,5,0.4,3.4,0
ESPORTSTMNT04/1481054,106,2,0.5,2.6,163,2,1.0,2.4,80,1,1.0,12.0,145,8,0.75,8.8,12,7,0.57,2.9,41,0,0.0,0.0,427,1,0.0,1.5,58,1,0.0,1.0,202,2,0.5,4.0,79,1,0.0,1.3,0
ESPORTSTMNT01/1732102,266,1,0.0,0.8,120,4,0.0,1.6,70,1,0.0,3.0,145,4,0.25,1.2,111,2,0.0,1.1,23,4,0.75,4.6,2,7,0.71,2.9,7,8,0.88,7.3,202,3,1.0,5.3,57,4,1.0,3.7,1
ESPORTSTMNT03/1673878,43,7,0.57,3.3,120,5,0.4,4.4,112,7,0.71,4.2,236,11,0.27,3.1,3,7,0.71,6.0,150,11,0.36,3.3,77,6,0.17,1.8,34,5,0.6,2.3,18,17,0.65,4.1,89,6,0.67,4.6,0
ESPORTSTMNT03/1673893,43,7,0.57,3.3,120,5,0.4,4.4,112,7,0.71,4.2,236,11,0.27,3.1,3,7,0.71,6.0,150,11,0.36,3.3,77,6,0.17,1.8,34,5,0.6,2.3,18,17,0.65,4.1,89,6,0.67,4.6,0
ESPORTSTMNT01/1721796,58,1,0.0,0.3,76,8,0.75,9.1,142,2,0.0,0.7,135,3,0.33,5.2,12,7,0.29,2.1,106,3,1.0,4.3,104,8,0.63,3.3,134,9,0.67,6.9,145,12,0.83,6.1,89,7,0.14,2.4,1
ESPORTSTMNT03/1684110,266,6,0.5,2.3,163,1,1.0,6.7,4,6,0.83,5.6,523,4,0.75,8.0,412,7,0.71,3.9,58,3,0.0,1.6,120,3,0.33,1.7,134,6,0.33,3.6,145,8,0.13,2.5,111,7,0.14,1.3,0
ESPORTSTMNT01/1732131,14,6,0.67,2.9,203,4,0.5,3.0,112,4,0.5,6.1,145,12,0.67,5.0,89,7,0.57,2.8,516,8,0.38,2.0,104,2,0.5,3.0,245,7,0.43,3.8,498,10,0.3,3.4,3,1,0.0,1.0,0
ESPORTSTMNT01/1721846,58,8,0.63,2.0,2,9,0.44,4.1,134,12,0.58,2.9,22,1,1.0,13.0,111,8,0.63,1.4,266,5,0.6,4.1,163,3,0.33,2.2,236,0,0.0,0.0,145,4,0.5,2.1,412,5,0.4,3.1,0
ESPORTSTMNT04/1481061,150,8,0.38,2.3,104,7,0.14,3.4,134,4,0.75,6.6,145,3,0.33,5.8,71,4,0.75,4.9,516,4,0.75,10.4,876,1,1.0,3.3,112,3,0.67,5.0,202,4,0.75,8.6,875,1,1.0,2.2,1
ESPORTSTMNT03/1684113,516,12,0.33,2.6,2,10,0.6,4.4,245,2,1.0,5.8,135,2,1.0,5.5,71,5,0.6,2.2,39,1,0.0,1.8,876,1,0.0,2.3,134,2,0.0,1.8,202,1,0.0,4.7,12,2,0.0,2.0,0
ESPORTSTMNT01/1721862,266,6,0.33,3.2,76,3,0.33,2.6,131,7,0.29,2.6,135,5,1.0,13.2,71,6,0.67,3.4,240,1,0.0,1.2,77,2,0.0,0.9,112,2,0.0,1.4,145,2,0.0,1.2,432,7,0.14,1.4,0
ESPORTSTMNT03/1684168,164,7,0.43,1.8,104,2,1.0,7.3,134,7,0.71,6.4,523,5,0.4,2.7,412,8,0.63,3.9,79,2,0.0,0.9,2,3,0.33,2.0,112,2,0.0,1.0,202,2,0.0,3.5,12,3,0.33,2.6,0
ESPORTSTMNT03/1684184,79,1,1.0,13.0,106,1,1.0,17.0,61,2,1.0,5.4,523,3,0.33,2.3,412,0,0.0,0.0,266,9,0.22,2.0,120,5,0.6,6.1,84,4,0.25,3.1,145,0,0.0,0.0,875,3,0.0,1.2,0
NA1/3760583371,106,5,0.0,0.7,30,2,0.5,1.6,92,6,0.67,2.7,145,15,0.4,2.8,432,6,0.17,1.3,41,5,0.4,2.0,104,10,0.6,4.6,127,6,0.83,3.4,523,3,0.67,1.8,79,3,0.33,1.9,1
NA1/3760473340,150,5,0.6,2.7,203,5,0.6,3.9,43,6,0.5,3.4,523,0,0.0,0.0,412,4,0.75,5.4,79,20,0.7,3.1,2,21,0.81,4.8,112,15,0.47,4.0,235,14,0.64,5.3,875,10,0.9,5.0,1
NA1/3760593225,41,1,0.0,0.3,163,6,0.17,2.1,80,0,0.0,0.0,135,4,0.5,6.1,201,9,0.67,3.6,150,13,0.62,4.0,120,23,0.7,6.0,3,16,0.44,3.0,202,11,0.82,8.5,43,11,0.64,4.7,1
NA1/3760353923,98,13,0.77,4.3,2,17,0.71,5.2,134,13,0.62,3.4,235,0,0.0,0.0,3,0,0.0,0.0,41,5,0.2,1.9,203,6,0.33,1.9,117,1,0.0,2.0,145,10,0.5,2.6,26,1,0.0,0.0,0
NA1/3760583430,164,11,0.45,2.7,203,4,0.5,7.0,4,18,0.83,4.6,70,5,1.0,16.3,12,36,0.67,3.1,82,6,0.5,2.3,120,11,0.36,2.5,84,5,0.4,3.5,202,10,0.4,3.4,3,9,0.44,2.6,0
NA1/3760583447,164,6,0.33,2.7,76,2,0.5,3.2,61,3,1.0,6.5,145,14,0.36,3.3,71,2,0.5,3.5,58,7,0.29,1.2,876,15,0.53,4.2,13,27,0.44,3.5,235,10,0.5,5.0,3,12,0.42,4.4,0
NA1/3760433724,31,3,0.67,1.3,2,6,0.67,3.1,236,4,0.25,1.8,74,4,0.5,3.8,875,1,1.0,3.0,98,10,0.3,2.0,203,3,0.0,1.0,4,5,0.4,3.9,202,13,0.54,3.2,3,10,0.3,2.0,0
NA1/3760723177,266,8,0.63,3.0,104,18,0.67,5.1,134,18,0.5,2.5,523,26,0.62,3.8,412,26,0.58,3.0,58,6,0.33,2.2,80,2,0.0,1.2,245,11,0.55,4.1,145,16,0.56,4.2,875,8,0.38,1.4,0
NA1/3760623744,106,4,0.75,4.6,78,1,1.0,9.0,4,2,1.0,4.8,523,9,0.44,2.6,555,2,0.5,5.6,41,4,0.25,1.6,104,7,0.29,2.8,13,2,0.5,2.3,145,55,0.67,6.7,412,17,0.35,2.1,0
NA1/3760583782,150,13,0.62,4.0,104,10,0.7,6.2,112,9,0.78,5.8,235,6,0.67,3.6,79,6,0.67,3.6,58,1,0.0,1.4,876,3,0.33,1.4,161,0,0.0,0.0,145,4,0.25,1.9,875,5,0.0,1.3,0
NA1/3760524123,516,3,0.0,1.1,104,14,0.71,3.8,777,13,0.77,3.0,81,11,0.36,2.0,3,9,0.44,2.4,58,8,0.75,3.4,163,3,0.67,4.0,4,10,0.8,4.4,135,0,0.0,0.0,12,0,0.0,0.0,1
NA1/3760863233,516,7,0.0,1.7,59,2,0.0,1.3,236,4,0.25,1.8,74,4,0.5,3.8,3,6,0.0,1.5,420,14,0.5,2.5,76,7,0.43,3.9,101,12,0.42,4.2,202,13,0.54,3.2,89,10,0.5,3.0,1
NA1/3760873099,150,14,0.64,3.3,120,11,0.64,3.7,61,48,0.65,4.9,70,2,1.0,23.0,235,2,0.5,4.0,39,5,0.4,1.2,104,9,0.44,3.5,134,24,0.5,3.5,135,0,0.0,0.0,875,4,0.25,2.1,0
NA1/3760583838,98,15,0.53,4.2,163,6,0.5,3.3,157,2,0.5,3.1,202,10,0.4,3.4,3,9,0.44,2.6,92,23,0.61,3.9,76,22,0.68,8.8,142,23,0.83,5.3,21,9,0.78,4.9,12,36,0.67,3.1,1
NA1/3760613825,98,1,0.0,0.5,203,3,0.0,1.5,134,3,0.0,0.8,145,15,0.4,2.8,26,2,0.0,0.6,164,6,0.33,2.7,104,17,0.53,4.0,61,2,0.5,3.0,523,3,0.67,1.8,875,1,1.0,4.0,1
NA1/3760464273,58,6,0.33,2.2,245,3,0.0,1.9,236,9,0.78,4.1,202,4,0.25,2.0,12,16,0.56,2.9,54,4,0.5,2.3,104,18,0.67,5.1,112,13,0.46,2.5,523,26,0.62,3.8,412,26,0.58,3.0,1
NA1/3760613967,58,7,0.43,2.5,120,5,0.8,5.6,70,1,0.0,2.0,523,9,0.33,4.1,89,10,0.5,2.9,80,3,0.67,2.6,59,8,0.38,3.3,4,2,1.0,4.8,145,4,0.75,8.3,53,3,0.67,3.9,1
NA1/3760873415,876,1,0.0,0.7,104,17,0.41,3.2,268,21,0.43,3.3,145,17,0.53,6.7,12,8,0.5,3.4,98,7,0.43,5.8,163,5,0.6,4.6,61,3,1.0,6.5,18,5,1.0,8.7,57,2,0.5,1.5,1
NA1/3760734053,516,7,0.0,1.7,104,5,0.0,1.2,112,2,0.0,1.1,202,6,0.5,4.7,3,6,0.0,1.5,58,24,0.38,2.5,76,7,0.43,3.9,61,9,0.44,4.1,145,5,0.4,2.2,89,10,0.5,3.0,1
ESPORTSTMNT05/1830051,164,8,0.5,2.1,80,4,0.5,3.2,68,9,0.56,4.2,235,18,0.67,5.9,79,4,0.5,2.7,516,10,0.4,3.3,2,19,0.53,3.2,134,12,0.33,1.8,523,16,0.44,3.7,12,11,0.45,2.9,0
7031-9418,58,32,0.38,2.6,876,11,0.18,2.4,134,7,0.29,2.3,145,13,0.38,2.6,89,3,0.0,1.5,516,2,1.0,23.0,104,13,0.38,3.4,61,44,0.45,3.6,135,11,0.73,7.4,71,21,0.67,3.2,1
7031-9419,85,2,0.5,3.4,120,7,0.71,12.7,245,5,1.0,6.0,135,11,0.73,7.4,71,21,0.67,3.2,126,3,0.0,0.6,163,4,0.5,2.9,112,9,0.44,4.2,67,3,0.33,1.5,201,4,0.5,3.5,0
7032-9420,24,5,0.4,2.0,80,6,0.67,2.8,245,2,1.0,20.0,135,8,0.5,5.8,71,0,0.0,0.0,516,10,0.5,3.0,120,5,0.6,6.7,134,17,0.47,2.9,498,5,0.2,2.9,875,9,0.22,1.7,0
ESPORTSTMNT05/1830073,79,9,0.33,3.2,876,11,0.27,2.7,875,1,0.0,1.0,145,23,0.22,3.0,71,10,0.1,1.6,266,22,0.59,4.6,163,3,1.0,5.4,777,5,0.8,5.4,67,4,0.5,2.6,412,5,0.6,2.0,1
7032-9422,24,5,0.4,2.0,80,6,0.67,2.8,134,7,0.29,2.1,202,1,0.0,2.3,79,0,0.0,0.0,875,3,0.33,2.5,76,17,0.53,5.2,245,8,0.75,8.6,135,4,0.25,1.6,71,18,0.44,2.7,1
6945-9424,106,11,0.73,5.8,876,5,0.0,1.9,142,9,0.22,2.3,498,34,0.5,4.3,79,2,0.5,1.7,126,66,0.67,3.1,76,15,0.67,3.7,58,17,0.76,4.3,145,83,0.63,4.7,71,22,0.73,3.7,1
ESPORTSTMNT05/1830074,150,31,0.71,5.4,76,23,0.83,6.1,61,15,0.6,8.1,145,31,0.77,5.4,12,32,0.75,3.6,133,1,1.0,1.4,876,1,1.0,7.0,134,30,0.5,3.5,498,47,0.66,7.0,497,17,0.65,4.6,1
7032-9425,24,5,0.4,2.0,163,7,0.43,4.8,58,5,0.4,2.4,135,8,0.5,5.8,79,0,0.0,0.0,516,10,0.5,3.0,76,17,0.53,5.2,61,10,0.5,4.6,498,5,0.2,2.9,12,23,0.65,3.1,1
7035-9427,516,7,0.14,2.0,876,3,0.0,2.2,236,11,0.45,5.1,145,14,0.21,2.7,111,2,0.0,1.2,39,20,0.55,3.1,120,13,0.85,8.8,3,15,0.73,6.9,523,5,0.8,4.0,412,8,0.88,7.6,1
6945-9426,58,20,0.7,4.6,163,8,0.75,3.7,875,5,0.4,2.4,67,10,0.9,5.6,12,42,0.5,3.2,516,25,0.64,4.6,876,5,0.0,1.9,61,14,0.36,3.7,135,2,0.0,0.9,71,3,0.33,1.9,0
7035-9428,39,20,0.55,3.1,163,6,0.67,3.6,134,5,0.4,2.8,523,5,0.8,4.0,412,8,0.88,7.6,79,3,0.0,0.4,2,2,0.0,0.8,245,2,0.0,0.7,202,5,0.0,2.1,875,7,0.29,2.4,0
7034-9430,164,14,0.93,8.9,76,12,0.75,6.5,3,18,0.61,5.0,498,8,0.5,6.3,412,12,0.58,4.7,14,5,0.6,2.7,104,4,0.25,2.2,268,9,0.33,3.6,18,9,0.44,5.0,89,1,0.0,0.3,0
6946-9429,150,35,0.77,2.8,876,12,0.58,4.4,4,18,0.72,4.1,18,3,0.67,4.4,89,15,0.6,2.2,164,17,0.65,3.9,104,21,0.33,3.6,3,9,0.22,3.9,429,16,0.38,4.3,71,9,0.33,2.3,0
ESPORTSTMNT05/1830089,14,6,0.5,2.0,77,1,0.0,0.0,268,85,0.61,4.6,145,40,0.5,4.3,875,18,0.72,2.9,150,31,0.71,5.4,163,13,0.69,4.7,142,55,0.75,10.1,498,34,0.56,3.8,71,8,1.0,3.9,1
