"banned_champions"	"full"	"picked_champions"	"picked_champions_players_statistics"	"players_statistics"
0.493470893141946	0.776592004821213	0.530760345520289	0.844842306147047	0.856434409888357
0.484180393732423	0.780851275917065	0.543893129770992	0.821720494417863	0.848235645933014
0.531219053277877	0.830218301435407	0.480736642743222	0.839239433811802	0.852970494417863
0.508298444976077	0.853070175438597	0.561249752426223	0.833408094098884	0.84373744475693
0.468461229409401	0.800108932461874	0.562200956937799	0.780699148346207	0.841577942948975
0.486804317686671	0.7917663476874	0.54366028708134	0.782168338073143	0.802782729253318
0.5	0.807729007633588	0.464669546002411	0.818879585326954	0.855837789661319
0.512605464041784	0.818099638409	0.557734204793028	0.846255550566283	0.889329146730462
0.51467803030303	0.819667260843731	0.55770944741533	0.807914673046252	0.855815588589795
0.47291168261563	0.818181818181818	0.529106858054227	0.837445175438597	0.874207763913646
0.473235645933014	0.875816993464052	0.536707535885168	0.797622607655502	0.850762527233116
0.492299641148325	0.820624003189793	0.509903707029886	0.81053129984051	0.878837719298246
0.483301526717557	0.778359250398724	0.531897926634769	0.835675837320574	0.864554037766171
0.513269954446425	0.81132874800638	0.560157496012759	0.816166130976296	0.821994454347395
0.496461323763955	0.810432569974555	0.572218899521531	0.789652247667515	0.845068330362448
0.478178987545199	0.774795653907496	0.548245614035088	0.838614905584572	0.862539872408293
0.5	0.837334270791482	0.554367201426025	0.799886116062587	0.820997807017544
0.531887502475738	0.832760167464115	0.51678550207962	0.829894338118022	0.881980715146645
0.460601647247891	0.824222618340265	0.478982523101647	0.762136164274322	0.841050622740056
0.485720693779904	0.807540869218501	0.541457412615508	0.83887898593781	0.859125797448166
0.503090111642743	0.804320710472484	0.53887103254319	0.858929288871033	0.890392728003214
0.514408793820558	0.848410087719298	0.581835074327039	0.822770188830856	0.880980861244019
0.483401968662113	0.83228668261563	0.587669457735247	0.816238038277512	0.834620716973658
0.535230012053033	0.813604861390117	0.530699148346207	0.826109883487344	0.827168746286393
0.445100677830941	0.785685805422648	0.543102594573183	0.839912280701754	0.832087320574163
0.475403708133971	0.826945929887106	0.563601703307586	0.812475079744817	0.822767145135566
0.456885295299317	0.837987143431097	0.536887304138208	0.852693602693603	0.877912816392125
0.5	0.79891846092504	0.568929425837321	0.866037829273123	0.831600316894435
0.5	0.81446870015949	0.543012360446571	0.798071172248804	0.83941844114102
0.503887559808612	0.821251733016439	0.520933014354067	0.753688849277085	0.880158492822967
0.476320811570912	0.757052432216906	0.554002192982456	0.81224889513861	0.848257332261953
0.500672846889952	0.824636164274322	0.522976475279107	0.796700558213716	0.859557051024508
0.488412081339713	0.822169059011164	0.520580751384523	0.82654981184393	0.869380075262428
0.474207535885167	0.827985739750446	0.544731858054227	0.80826355661882	0.846009110714993
0.496407723394701	0.828075159489633	0.540620015948963	0.807540869218501	0.874451754385965
0.5	0.881230354737315	0.48649322169059	0.841083532695375	0.8644836523126
0.510028438856459	0.85594114102049	0.509170653907496	0.816163277511962	0.803597265878362
0.509644138755981	0.77489533492823	0.569625305592975	0.814591998415528	0.869243421052632
0.497549019607843	0.813696172248804	0.531243810655575	0.809486741663319	0.843052232854864
0.524122807017544	0.808985680786309	0.545098433105665	0.827919972060071	0.839413875598086
0.497031382527566	0.831364633173844	0.543161881977671	0.852792632204397	0.887891034276306
0.54650462032945	0.822770188830856	0.547473086124402	0.745265151515151	0.861393540669856
0.487888755980861	0.797871810207337	0.583084130781499	0.773474880382775	0.822393341307815
0.520060805422648	0.821695574162679	0.52514593623709	0.837434712736039	0.829844497607656
0.5	0.85199860446571	0.538918597742127	0.792962519936204	0.877840909090909
0.511936802232855	0.817873644033749	0.505382775119617	0.821222089314195	0.82702850877193
0.51358153907496	0.806942783094099	0.581282643631981	0.815596467594671	0.86437908496732
0.52591706539075	0.830808080808081	0.547498006379585	0.825707735247209	0.872524073242529
0.479440789473684	0.820835204310732	0.542464114832536	0.820385224796989	0.817209928229665
0.531095266389384	0.794761338878986	0.566282492640822	0.869601245480113	0.848985536359984
0.457785087719298	0.954550020088389	0.554188429087987	0.970972278023303	0.96969696969697
0.473382884692648	0.939294258373206	0.494827239855364	0.946222089314195	0.972188995215311
0.519558328381858	0.952751196172249	0.508373205741627	0.960974880382775	0.967254784688995
0.50533293460925	0.960326953748006	0.447910477322242	0.947318580542265	0.97765166733628
0.490056247488951	0.940780352545058	0.429724880382775	0.936868686868687	0.981568903173966
0.465686274509804	0.937151116427432	0.534489633173844	0.911290724941376	0.95325807090513
0.516835016835017	0.958065488147851	0.478003214142226	0.957336523125997	0.984650425826896
0.513559662515066	0.943953394937726	0.520350564468211	0.963977448485756	0.978568580542265
0.520185406698565	0.96781540899188	0.484947514359279	0.946421451355662	0.975743270389715
0.489035087719298	0.946078431372549	0.472039473684211	0.95509370015949	0.977767874826698
0.478070175438596	0.962081524721848	0.461423444976077	0.957236842105263	0.979352346999406
0.43859649122807	0.928827751196172	0.514194481863992	0.937848883572568	0.960725677830941
0.493772599437525	0.951056618819777	0.531150318979266	0.952801036682616	0.965498192044998
0.516686472568825	0.952900717703349	0.520783492822967	0.933256327842507	0.956872648049119
0.448664274322169	0.957690964426483	0.531848086124402	0.945467245422342	0.979005743711626
0.49467657693853	0.934858452950558	0.493072169059011	0.961530735235034	0.974531499202552
0.499455337690632	0.979560064282844	0.449544464250347	0.949643493761141	0.975428628389155
0.509952465834819	0.942633572567783	0.54897009308774	0.955741626794258	0.972830453997589
0.467959019686621	0.93800752624282	0.499196464443552	0.958283492822967	0.977752109280836
0.42194976076555	0.945025917065391	0.524156287665729	0.939294909883145	0.984698963317384
0.512858851674641	0.93738462306042	0.4862896745681	0.963338690237043	0.981317798312575
0.454743513567043	0.96466307814992	0.481217356368019	0.938579750903977	0.977173046251994
0.459019686621133	0.921999601275917	0.569976076555024	0.945175438596491	0.953654188948307
0.446313780634793	0.946313780634793	0.440829867300456	0.936771795901969	0.961527035056447
0.534539473684211	0.960775518341308	0.493166963755199	0.959379984051037	0.983702153110048
0.499551435406699	0.955684293919588	0.513666072489602	0.949561403508772	0.961772328548644
0.47077139413419	0.954750903977501	0.511450381679389	0.950881362646068	0.973885094415428
0.444246385422856	0.959679027113238	0.441885964912281	0.954248366013072	0.969647454941573
0.45959595959596	0.957984449760766	0.443281499202552	0.944976076555024	0.969616311771796
0.463367224880383	0.947415329768271	0.45713716108453	0.954693998811646	0.989732854864434
0.495279228605866	0.967105263157895	0.485745614035088	0.945610687022901	0.978103656086782
0.472637559808612	0.937300637958533	0.527561802232855	0.93640350877193	0.956106870229008
0.466955741626794	0.952551834130781	0.535847926957042	0.949544464250347	0.972024163200634
0.499501594896332	0.941374529609824	0.517444178628389	0.960376794258373	0.974598930481283
0.50436561393005	0.945524322169059	0.538377192982456	0.962121212121212	0.979366028708134
0.562998405103668	0.964725839445193	0.498006379585327	0.946022727272727	0.968500797448166
0.501022800977898	0.958567697870631	0.471291866028708	0.948265550239234	0.978246769445692
0.474282296650718	0.934708931419458	0.558998153968967	0.960932857991681	0.978219696969697
0.471677559912854	0.961423444976077	0.539512774806892	0.948372840498192	0.960675837320574
0.519039074960128	0.946365314573667	0.527973081558859	0.947512847378137	0.973185805422648
0.458613979943122	0.959230462519936	0.482954545454545	0.955090116854823	0.978196876715063
0.439232623543592	0.955554439533949	0.564493620414673	0.936353668261563	0.9792663476874
0.51241028708134	0.960227272727273	0.557964513556619	0.938646331738437	0.96561004784689
0.453947368421053	0.948464912280702	0.494786209649254	0.947820409803134	0.968301435406699
0.417103228059672	0.951355661881978	0.538671023965142	0.940091706539075	0.981210127591707
0.466806220095694	0.956910405785456	0.496361642743222	0.955442583732057	0.96247009569378
0.505681818181818	0.964413875598086	0.492416633186018	0.937683979444195	0.976827094474153
0.453897527910686	0.946672608437314	0.487689393939394	0.966457336523126	0.979943122287083
0.497458133971292	0.948810058374495	0.500299043062201	0.968409586056645	0.963516746411483
0.464250346603288	0.915181224004753	0.516389762011675	0.951838087585376	0.974939734833266
0.535685805422648	0.909953796705504	0.576586982723986	0.934562073121736	0.959130781499203
